"","SRR13535277","SRR13535279","SRR13535281","SRR13535283","SRR13535285","SRR13535287","SRR13535289","SRR13535291","SRR13535293","SRR13535295","SRR13535297","SRR13535299","SRR13535301","SRR13535303","SRR13535305","SRR13535307","SRR13535309","SRR13535311"
"mmu-miR-6986-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6988-3p",0,4,0,0,9,0,0,15,12,4,0,1,0,0,0,0,0,0
"mmu-miR-6990-5p",2,0,2,0,1,1,5,30,0,25,0,0,0,0,1,2,29,0
"mmu-miR-6991-5p",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"mmu-miR-6994-5p",0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6995-5p",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6996-5p",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-6997-5p",0,11,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0
"mmu-miR-6998-5p",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-700-3p",0,5,7,3,10,10,6,0,0,0,3,0,0,0,3,0,46,61
"mmu-miR-700-5p",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7000-3p",0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7009-5p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7012-5p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7013-3p",0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7014-5p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7015-3p",0,0,0,0,5,0,6,11,2,0,1,0,0,0,0,0,0,0
"mmu-miR-7018-3p",0,18,0,0,0,0,4,0,4,16,0,0,0,0,0,0,0,0
"mmu-miR-702-3p",0,4,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-702-5p",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7022-3p",0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"mmu-miR-703",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7031-5p",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7032-3p",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7033-5p",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7035-3p",0,38,0,0,1,4,2,57,15,15,0,4,0,0,0,10,89,0
"mmu-miR-7036a-3p",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7039-3p",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"mmu-miR-704",2,13,7,0,0,0,8,4,3,0,0,4,0,0,0,0,0,0
"mmu-miR-7042-5p",0,4,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7046-3p",0,0,0,5,0,0,0,0,5,27,0,1,0,0,0,0,0,0
"mmu-miR-7050-5p",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7057-3p",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7057-5p",0,4,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
"mmu-miR-7059-5p",0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-706",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7063-3p",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7063-5p",0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7064-3p",0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"mmu-miR-7064-5p",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7067-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7068-3p",6,22,0,4,25,0,21,65,25,46,2,2,0,0,0,18,187,76
"mmu-miR-7068-5p",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"mmu-miR-7069-3p",0,2,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7069-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7070-3p",0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0
"mmu-miR-7070-5p",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7071-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"mmu-miR-7074-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"mmu-miR-708-3p",2,23,3,22,16,32,13,95,15,110,4,8,0,92,5,88,69,0
"mmu-miR-708-5p",0,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7081-3p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7082-3p",0,21,0,2,8,0,5,38,2,10,1,0,0,0,0,0,0,0
"mmu-miR-7083-5p",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7084-3p",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7084-5p",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"mmu-miR-7085-3p",0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0
"mmu-miR-709",0,2,0,0,10,0,2,0,9,5,0,0,0,0,0,0,0,0
"mmu-miR-7091-5p",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7093-3p",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7093-5p",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7116-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7117-5p",0,7,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
"mmu-miR-7118-3p",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-712-3p",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"mmu-miR-712-5p",0,6,0,0,3,0,0,10,2,3,0,0,0,0,0,4,0,0
"mmu-miR-714",0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0
"mmu-miR-7219-3p",0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"mmu-miR-7224-3p",3,10,3,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0
"mmu-miR-7226-3p",0,0,0,14,7,0,3,0,0,0,0,1,0,0,0,0,0,0
"mmu-miR-7236-3p",0,9,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7237-3p",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7240-3p",1,20,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
"mmu-miR-7240-5p",5,49,0,0,4,29,7,17,14,0,3,2,0,25,3,9,91,0
"mmu-miR-741-3p",19,47,6,10,79,26,22,44,10,115,4,3,0,0,3,7,18,107
"mmu-miR-743b-3p",0,7,0,0,9,0,12,0,3,19,0,0,0,0,0,0,0,0
"mmu-miR-744-3p",1,20,0,0,1,0,4,19,11,4,0,0,0,0,0,0,0,0
"mmu-miR-744-5p",485,3443,591,713,2231,817,2227,3304,2042,4056,105,283,707,70,265,540,789,3595
"mmu-miR-760-3p",5,17,0,4,14,13,3,38,10,5,0,2,0,0,0,0,0,0
"mmu-miR-7648-3p",0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0
"mmu-miR-7650-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7652-5p",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"mmu-miR-7653-3p",0,4,7,6,10,0,5,22,5,0,0,1,0,0,0,0,0,0
"mmu-miR-7655-5p",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"mmu-miR-7661-3p",0,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"mmu-miR-7667-5p",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7668-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"mmu-miR-7668-5p",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7669-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7670-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7671-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"mmu-miR-7673-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7675-3p",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"mmu-miR-7676-3p",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7677-3p",0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7680-3p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7681-5p",0,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7687-5p",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"mmu-miR-7688-5p",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-7689-3p",0,2,0,0,3,0,0,12,0,0,0,2,0,0,0,0,0,0
"mmu-miR-7a-1-3p",0,0,0,0,10,0,3,5,0,0,0,0,0,0,0,0,0,0
"mmu-miR-8094",0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-8095",0,0,0,0,6,0,7,0,19,0,0,0,0,0,0,0,0,0
"mmu-miR-8097",0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"mmu-miR-8103",0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0
"mmu-miR-8105",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-8111",0,7,0,0,7,0,0,26,0,0,5,0,0,0,0,0,0,0
"mmu-miR-8112",3,37,13,7,13,0,38,29,9,29,5,2,0,0,2,0,0,0
"mmu-miR-8114",9,64,19,34,16,0,50,77,27,43,1,7,0,0,1,5,0,0
"mmu-miR-8116",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"mmu-miR-8120",0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0
"mmu-miR-871-3p",61,304,22,48,278,34,136,201,164,358,10,30,385,90,37,104,199,483
"mmu-miR-871-5p",0,6,0,0,10,0,13,33,4,95,4,0,0,0,3,0,74,292
"mmu-miR-872-3p",19,212,21,89,134,83,189,244,146,195,20,9,0,0,10,66,0,88
"mmu-miR-872-5p",63,577,20,132,289,262,264,508,65,374,11,28,0,1,5,48,58,197
"mmu-miR-874-3p",7,38,0,0,4,0,5,0,10,48,0,1,0,0,1,15,0,0
"mmu-miR-874-5p",0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0
"mmu-miR-877-3p",9,76,0,44,20,4,22,131,14,86,0,6,0,0,1,0,0,0
"mmu-miR-877-5p",124,937,250,257,531,436,775,1020,974,1277,50,184,664,88,81,184,433,352
"mmu-miR-878-5p",0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,37,0
"mmu-miR-879-5p",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-880-3p",0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0
"mmu-miR-881-3p",13,10,0,0,30,0,9,0,4,64,0,8,0,0,1,1,0,86
"mmu-miR-883a-5p",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mmu-miR-9-5p",0,13,0,0,22,0,12,7,9,12,2,2,184,0,4,3,50,222
"mmu-miR-92a-1-5p",11,19,0,33,5,0,31,30,22,45,5,6,0,0,0,1,0,0
"mmu-miR-92a-3p",1718,9036,1669,2620,5794,2716,5401,8894,14364,8631,236,892,1040,929,335,2000,5403,4663
"mmu-miR-92b-3p",91,558,130,250,328,129,484,1022,425,1174,31,48,156,63,63,119,612,1663
"mmu-miR-93-3p",0,32,0,68,9,0,25,0,32,0,15,0,0,0,0,0,0,41
"mmu-miR-93-5p",240,1530,225,329,815,455,1056,1401,1308,1379,36,168,125,2,125,345,568,1138
"mmu-miR-96-5p",104,204,70,92,97,41,140,102,32,215,10,22,0,0,33,261,128,0
"mmu-miR-9769-3p",0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,96,0
"mmu-miR-98-3p",44,173,12,175,91,129,133,236,38,164,11,18,259,0,30,235,91,860
"mmu-miR-98-5p",40,385,31,34,299,80,88,415,230,220,0,43,488,0,30,107,575,803
"mmu-miR-99a-3p",0,8,0,20,0,5,14,29,0,39,0,1,0,0,8,18,0,264
"mmu-miR-99a-5p",533,6390,997,1255,3056,1001,2523,3091,2197,3540,184,273,11608,1148,983,2301,6888,25033
"mmu-miR-99b-3p",19,145,21,15,76,0,54,83,68,154,6,12,155,63,9,26,171,378
"mmu-miR-99b-5p",25605,382370,54658,44070,150178,39939,146939,227456,128572,199412,8460,16633,495089,20929,16520,85411,416392,456655
